reclat,reclon,
40.74508, -73.98724,
40.78051, -73.96310,
42.97321, -78.83203,
42.94328, -78.81322,
40.74512, -73.98747,
40.78052, -73.96312,
42.97323, -78.83201,
42.94327, -78.81320,
40.74517, -73.98764,
40.78052, -73.96312,
42.97325, -78.83203,
42.94322, -78.81325,
40.74520, -73.98769,
40.78054, -73.96313,
42.97327, -78.83202,
42.94317, -78.81338,
40.74522, -73.98773,
40.78055, -73.96315,
42.97324, -78.83202,
42.94318, -78.81341,
40.74526, -73.98776,
40.78056, -73.96318,
42.97322, -78.83203,
42.94336, -78.81321,
40.74531, -73.98779,
40.78054, -73.96321,
42.97320, -78.83204,
42.94337, -78.81316,
40.74536, -73.98783,
40.78052, -73.96320,
42.97321, -78.83201,
42.94335, -78.81324,
40.74543, -73.98789,
40.78050, -73.96319,
42.97320, -78.83205,
42.94332, -78.81331,
40.74548, -73.98793,
40.78052, -73.96320,
42.97322, -78.83203,
42.94330, -78.81336,
40.74553, -73.98794,
40.78050, -73.96320,
42.97320, -78.83205,
42.94329, -78.81340,
40.74557, -73.98796,
40.78048, -73.96324,
42.97321, -78.83207,
42.94328, -78.81343,
40.74563, -73.98798,
40.78048, -73.96328,
42.97323, -78.83206,
42.94328, -78.81347,
40.74564, -73.98798,
40.78046, -73.96327,
42.97320, -78.83207,
42.94328, -78.81354,
40.74566, -73.98797,
40.78045, -73.96328,
42.97322, -78.83205,
42.94338, -78.81325,
40.74570, -73.98798,
40.78049, -73.96330,
42.97324, -78.83207,
42.94339, -78.81326,
40.74569, -73.98801,
40.78050, -73.96332,
42.97326, -78.83208,
42.94338, -78.81331,
40.74567, -73.98803,
40.78051, -73.96334,
42.97324, -78.83209,
42.94337, -78.81333,
40.74568, -73.98807,
40.78048, -73.96334,
42.97322, -78.83210,
42.94332, -78.81334,
40.74569, -73.98811,
40.78047, -73.96336,
42.97321, -78.83208,
42.94331, -78.81336,
40.74564, -73.98816,
40.78044, -73.96335,
42.97319, -78.83208,
42.94332, -78.81338,
40.74559, -73.98823,
40.78043, -73.96333,
42.97317, -78.83208,
42.94330, -78.81340,
40.74555, -73.98829,
40.78042, -73.96332,
42.97319, -78.83208,
42.94329, -78.81337,
40.74547, -73.98847,
40.78040, -73.96331,
42.97322, -78.83207,
42.94328, -78.81336,
40.74541, -73.98865,
40.78038, -73.96331,
42.97324, -78.83208,
42.94326, -78.81334,
40.74539, -73.98872,
40.78036, -73.96329,
42.97321, -78.83208,
42.94325, -78.81338,
40.74537, -73.98880,
40.78034, -73.96328,
42.97323, -78.83207,
42.94328, -78.81330,
40.74534, -73.98886,
40.78035, -73.96331,
42.97322, -78.83204,
42.94326, -78.81336,
40.74532, -73.98892,
40.78036, -73.96333,
42.97320, -78.83205,
42.94328, -78.81339,
40.74526, -73.98911,
40.78038, -73.96333,
42.97318, -78.83206,
42.94325, -78.81342,
40.74519, -73.98923,
40.78036, -73.96334,
42.97321, -78.83205,
42.94325, -78.81346,
40.74515, -73.98928,
40.78034, -73.96335,
42.97322, -78.83203,
42.94320, -78.81346,
40.74517, -73.98924,
40.78034, -73.96333,
42.97323, -78.83203,
42.94323, -78.81342,
40.74520, -73.98922,
40.78036, -73.96330,
42.97325, -78.83204,
42.94326, -78.81348,
40.74519, -73.98926,
40.78038, -73.96328,
42.97327, -78.83205,
42.94325, -78.81353,
40.74517, -73.98925,
40.78040, -73.96326,
42.97325, -78.83204,
42.94323, -78.81355,
40.74513, -73.98921,
40.78042, -73.96325,
42.97324, -78.83206,
42.94326, -78.81359,
40.74510, -73.98920,
40.78028, -73.96329,
42.97325, -78.83208,
42.94321, -78.81359,
40.74508, -73.98917,
40.78026, -73.96334,
42.97324, -78.83209,
42.94322, -78.81359,
40.74506, -73.98916,
40.78030, -73.96330,
42.97324, -78.83206,
42.94322, -78.81361,
40.74503, -73.98919,
40.78034, -73.96328,
42.97322, -78.83208,
42.94322, -78.81364,
40.74502, -73.98921,
40.78027, -73.96336,
42.97320, -78.83210,
42.94321, -78.81368,
40.74501, -73.98919,
40.78024, -73.96339,
42.97318, -78.83212,
42.94321, -78.81367,
40.74500, -73.98917,
40.78022, -73.96341,
42.97321, -78.83211,
42.94322, -78.81364,
40.74498, -73.98915,
40.78025, -73.96341,
42.97324, -78.83207,
42.94322, -78.81360,
40.74496, -73.98914,
40.78029, -73.96344,
42.97325, -78.83206,
42.94320, -78.81364,
40.74496, -73.98919,
40.78032, -73.96359,
42.97323, -78.83206,
42.94318, -78.81365,
40.74496, -73.98915,
40.78040, -73.96382,
42.97325, -78.83208,
42.94316, -78.81364,
40.74497, -73.98919,
40.78023, -73.96343,
42.97327, -78.83209,
42.94317, -78.81362,
40.74494, -73.98914,
40.78019, -73.96341,
42.97325, -78.83209,
42.94316, -78.81359,
40.74491, -73.98911,
40.78016, -73.96343,
42.97323, -78.83210,
42.94320, -78.81360,
40.74489, -73.98912,
40.78014, -73.96344,
42.97326, -78.83210,
42.94326, -78.81360,
40.74487, -73.98912,
40.78012, -73.96345,
42.97327, -78.83204,
42.94334, -78.81361,
40.74484, -73.98912,
40.78011, -73.96344,
42.97320, -78.83199,
42.94342, -78.81362,
40.74481, -73.98911,
40.78009, -73.96343,
42.97322, -78.83202,
42.94351, -78.81363,
40.74478, -73.98910,
40.78008, -73.96340,
42.97324, -78.83201,
42.94360, -78.81363,
40.74477, -73.98907,
40.78007, -73.96338,
42.97326, -78.83201,
42.94370, -78.81364,
40.74477, -73.98906,
40.78006, -73.96336,
42.97327, -78.83202,
42.94381, -78.81364,
40.74476, -73.98909,
40.78004, -73.96336,
42.97330, -78.83203,
42.94393, -78.81362,
40.74474, -73.98907,
40.78002, -73.96336,
42.97328, -78.83202,
42.94405, -78.81362,
40.74481, -73.98906,
40.77999, -73.96338,
42.97327, -78.83205,
42.94418, -78.81361,
40.74480, -73.98908,
40.78001, -73.96341,
42.97328, -78.83207,
42.94430, -78.81361,
40.74477, -73.98909,
40.78006, -73.96344,
42.97328, -78.83211,
42.94442, -78.81361,
40.74474, -73.98922,
40.78007, -73.96346,
42.97327, -78.83212,
42.94455, -78.81361,
40.74475, -73.98925,
40.78007, -73.96349,
42.97323, -78.83213,
42.94467, -78.81361,
40.74475, -73.98930,
40.78008, -73.96352,
42.97324, -78.83210,
42.94479, -78.81361,
40.74471, -73.98928,
40.78009, -73.96355,
42.97323, -78.83207,
42.94491, -78.81360,
40.74469, -73.98928,
40.78010, -73.96356,
42.97322, -78.83205,
42.94502, -78.81360,
40.74467, -73.98929,
40.78012, -73.96358,
42.97320, -78.83203,
42.94513, -78.81360,
40.74468, -73.98932,
40.78015, -73.96359,
42.97322, -78.83200,
42.94523, -78.81361,
40.74471, -73.98935,
40.78018, -73.96360,
